"","Measurement.Time","Value"
"920",2017-12-03,17.163
"921",2017-12-03,17.5455
"922",2017-12-03,18.1165
"923",2017-12-03,18.5445
"924",2017-12-03,18.497
"925",2017-12-03,18.521
"926",2017-12-03,18.68725
"927",2017-12-03,18.73475
"928",2017-12-03,18.68725
"929",2017-12-03,18.54475
"930",2017-12-03,18.23575
"931",2017-12-03,18.14075
"932",2017-12-03,18.04525
"933",2017-12-03,17.95
"934",2017-12-03,17.4985
"935",2017-12-03,16.6885
"936",2017-12-03,16.57025
"937",2017-12-03,16.403
"938",2017-12-03,15.75825
"939",2017-12-03,15.615
"940",2017-12-03,15.56675
"941",2017-12-03,15.3515
"942",2017-12-03,14.70675
"943",2017-12-03,14.6335
"944",2017-12-03,14.03275
"945",2017-12-03,12.996
